Codes,Names,Lone parent household (%),BAME (%),English as first language (%),Social rented (%),Private rented (%),% Highest level of qualification: Level 2 qualifications,Unemployment rate,Median Household Income (£)
E01004580,Wandsworth 004C,9.3,27.9,85.4,16.7,43.6,7.1,5.3,35019
E01004581,Wandsworth 004D,7.8,22.9,85.5,18.4,35.5,8.2,4.4,38565
E01033099,Wandsworth 004E,14.9,38.8,89,25.9,29.2,9.1,6.9,36935
E01033101,Wandsworth 004F,2.4,26.6,86.7,2.3,43.7,7.5,3.7,60339
E01033133,Wandsworth 004G,7.4,31,85.7,16.5,42.3,7.8,3.6,46389
E01004565,Wandsworth 005A,9.4,20.4,94,30.8,34.2,7.0,3.8,39949
E01004590,Wandsworth 005B,14.4,26.4,92.2,44.7,19.8,10.6,6.7,34434
E01004591,Wandsworth 005C,8.5,29.4,91.6,32.4,31.8,8.5,5.5,37734
E01004592,Wandsworth 005D,14.5,21.9,94.6,50.6,16.9,9.5,6.6,36458
E01004604,Wandsworth 006A,5.2,6.2,95.8,2.2,19.6,8.1,3.5,74558
E01004605,Wandsworth 006B,9.2,15.3,92.2,19.9,21.1,8.4,3.0,50080
E01004606,Wandsworth 006C,4,8.4,96.2,3.1,43.5,4.9,2.1,62934
E01004607,Wandsworth 006D,4.3,9.4,95.7,3.6,29.9,8.5,3.9,65374
E01004608,Wandsworth 006E,6.8,15.8,93.4,20,31.5,6.3,4.8,49309
E01004535,Wandsworth 007A,29.7,67.5,77.4,70.6,13.4,11.3,13.9,21567
E01004537,Wandsworth 007B,18.8,51.4,83.6,59.7,17.4,11.3,8.9,24841
E01004538,Wandsworth 007C,17.8,44.8,82.4,41.5,21.8,10.7,8.8,30670
E01004541,Wandsworth 007D,17.8,53.9,86.6,60.5,15.2,10.9,9.7,26388
E01004534,Wandsworth 008A,6.1,15.4,93.1,13.9,31.6,7.6,3.0,52203
E01004536,Wandsworth 008B,13.9,40.6,85.2,35.7,35.8,9.6,7.0,31301
E01004552,Wandsworth 008C,2.1,14.2,94.5,7.7,52.6,5.3,2.7,55265
E01004585,Wandsworth 008D,6.9,16.8,94.9,17.1,35.1,6.1,3.5,50666
E01004588,Wandsworth 008E,4.4,15.3,92.4,8.6,42.3,5.8,2.8,58113
E01004554,Wandsworth 009A,4,12.9,92.6,5.5,29.4,4.0,1.8,66539
E01004556,Wandsworth 009B,3.6,10.4,94.7,5.1,25.3,6.3,1.9,72510
E01004586,Wandsworth 009C,3.5,14.6,94.5,11.1,41.7,5.4,2.8,56184
E01004587,Wandsworth 009D,4.5,15.4,94.8,10.2,30.7,5.9,3.4,59959
E01004589,Wandsworth 009E,3.8,10.8,93.1,5.2,39.2,5.9,2.5,61802
E01004509,Wandsworth 010A,4.5,22.7,90.3,12.6,45.3,6.2,3.2,45815
E01004511,Wandsworth 010B,4.5,13.9,93.4,3.9,42.3,6.8,1.8,59902
E01004602,Wandsworth 010C,3.7,13.7,92.9,4.7,42.1,7.6,2.6,58142
E01004609,Wandsworth 010E,2.6,15.5,91,5.8,48.9,5.1,2.6,57966
E01033093,Wandsworth 010F,3.3,14.6,92.4,2.1,38.1,6.4,2.8,66986
E01033135,Wandsworth 010G,2.5,10.4,94.7,2.7,36.6,5.5,2.1,64489
E01004506,Wandsworth 011A,3.4,18.8,89.4,8.4,45.4,6.1,2.5,55604
E01004638,Wandsworth 011B,6,11.2,95.6,4.6,14.5,9.1,3.7,74287
E01004639,Wandsworth 011C,6.5,17.3,88.5,8.7,40.6,8.9,2.9,46140
E01004640,Wandsworth 011D,3.4,13.9,93.1,3.6,34.5,5.9,3.1,58769
E01004641,Wandsworth 011E,10,20.5,91.7,27.8,17.5,9.9,4.5,38866
E01004508,Wandsworth 012A,5.9,18.9,95.4,19.5,35.5,6.4,3.7,47931
E01004510,Wandsworth 012B,7.1,21.5,92.4,13.4,35.4,8.9,3.4,48596
E01004514,Wandsworth 012C,5.6,14.5,94.2,11,29.3,7.2,2.5,56771
E01004515,Wandsworth 012D,10,32.4,92.3,23.1,33.2,8.7,5.5,40735
E01004551,Wandsworth 012E,11.7,29.8,89.1,43.9,32.2,7.6,4.2,36952
E01004568,Wandsworth 013A,24,34.7,78.4,66.2,16.6,11.7,9.2,20735
E01004574,Wandsworth 013B,29.4,47.5,79.4,65.7,19.1,12.1,14.6,19994
E01004575,Wandsworth 013C,17.1,31,83.5,53.7,17.2,9.8,7.0,27055
E01004576,Wandsworth 013D,12.5,29.3,83.1,42.9,20.4,12.3,7.6,29022
E01004500,Wandsworth 014A,5.5,19,88.4,12.3,41.5,5.5,4.5,44593
E01004501,Wandsworth 014B,9.1,22.4,89.9,27.1,27.7,9.8,3.9,39000
E01004503,Wandsworth 014C,5.6,19.7,90.2,16.9,38.6,7.1,5.3,46284
E01004505,Wandsworth 014D,3.6,21.8,89.3,5.6,37.1,6.2,2.8,50928
E01004507,Wandsworth 014E,4.3,20.4,89.1,10.2,49.3,6.0,3.3,47931
E01004553,Wandsworth 015A,5.2,14.7,93,15.4,36,5.1,3.7,53437
E01004557,Wandsworth 015B,6.5,13.7,93.1,10,31.8,6.0,3.4,58668
E01004558,Wandsworth 015C,7,13.4,95.7,10.5,28.3,7.2,2.6,59589
E01004559,Wandsworth 015D,6,11.8,95,9.3,23.1,5.8,2.9,67220
E01004619,Wandsworth 015E,5.8,10.3,96.1,14.2,20.1,8.7,4.3,64506
E01004572,Wandsworth 016A,13.5,28.3,84.6,30.2,25.9,11.5,7.1,34097
E01004642,Wandsworth 016B,14.3,21.9,88.6,26.4,21.3,10.2,5.2,33941
E01004643,Wandsworth 016C,14.5,35.9,81.9,34.1,27,9.5,5.4,32450
E01004644,Wandsworth 016D,10.5,19.9,91.4,23.6,15.3,10.7,4.7,37873
E01004645,Wandsworth 016E,19.5,36.3,80.8,45.4,20.4,10.3,8.7,26801
E01004477,Wandsworth 017A,4.3,8,92.6,5.1,20.8,5.4,1.8,75593
E01004478,Wandsworth 017B,5,15.5,95.5,7.4,16.2,7.6,1.9,73947
E01004479,Wandsworth 017C,4.9,11.6,94.6,13.2,26.1,7.8,3.9,65488
E01004550,Wandsworth 017D,12.6,22.9,89.5,26.5,25.6,6.8,4.4,46317
E01004555,Wandsworth 017E,5.3,11.4,92.2,4.1,18.1,5.9,3.0,72580
E01004494,Wandsworth 018A,10.6,28,89.8,26.9,31.6,9.1,4.0,37956
E01004513,Wandsworth 018B,11.6,34.8,83.8,21.2,28.1,8.7,5.3,33945
E01004600,Wandsworth 018C,19.4,55.1,80.5,50.7,26.4,11.2,7.3,28277
E01004601,Wandsworth 018D,8.3,30.1,86.2,19.1,29.9,8.9,4.1,36709
E01004493,Wandsworth 019A,5.6,21.8,93,12.8,34.2,7.9,4.1,40404
E01004512,Wandsworth 019B,5.8,16.5,95.1,16,27.7,9.6,2.9,56638
E01004620,Wandsworth 019C,7.5,19.2,94.9,18.1,26.5,9.2,5.4,48231
E01004621,Wandsworth 019D,5.6,16.7,94.5,11.2,31.7,9.8,3.0,51342
E01004623,Wandsworth 019E,6.7,15.6,94.8,11.4,25.1,7.3,3.8,52842
E01004627,Wandsworth 019F,6.7,14.3,96,15.7,23.6,9.4,4.0,58261
E01004499,Wandsworth 020A,7.3,20.9,92.4,13.2,40,6.3,4.6,50106
E01004502,Wandsworth 020B,4.8,17,91.3,4.6,27.2,7.5,2.5,58243
E01004504,Wandsworth 020C,4.1,26.5,88,3.9,36.2,8.5,3.3,55385
E01004594,Wandsworth 020D,6.3,18.8,91.2,1.5,25.3,9.6,2.7,57306
E01004596,Wandsworth 020E,6.2,16.3,91,2.2,28.8,7.2,1.5,59470
E01004629,Wandsworth 020F,7.9,25.1,88,11.8,24.5,9.2,3.2,52997
E01004472,Wandsworth 021A,5.5,18.1,94.2,7.4,29.1,5.9,4.0,56004
E01004474,Wandsworth 021B,4.5,25.3,90.3,13.1,49.9,5.6,4.8,42189
E01004476,Wandsworth 021C,5.9,24.8,88.3,13.6,48.3,6.4,4.8,44717
E01004542,Wandsworth 021D,5.7,14.6,97.1,10.5,23.9,7.3,3.6,62619
E01004544,Wandsworth 021E,7.6,19.3,93.7,14.4,24.3,5.4,3.6,61186
E01004628,Wandsworth 022A,10.8,32.2,84,22,32.1,7.7,4.7,37240
E01004630,Wandsworth 022B,22.7,44.5,81.6,50.4,22.4,10.4,6.5,26526
E01004631,Wandsworth 022C,12.6,32,77.9,24.3,31.9,9.5,5.5,31900
E01004633,Wandsworth 022D,23.6,47.2,78,47,30.5,10.5,7.1,27986
E01004569,Wandsworth 023A,15.3,31.7,84,33.4,30.4,10.7,4.5,31017
E01004570,Wandsworth 023B,17.6,41,78.4,58.9,25.2,11.6,9.3,21011
E01004571,Wandsworth 023C,16.1,34.6,77.7,46.9,25.5,10.7,8.8,23538
E01004573,Wandsworth 023D,12.7,31.6,79.7,19.7,24.2,10.5,6.7,31026
E01004495,Wandsworth 024A,16.1,51.7,84.9,36.5,24.9,11.8,7.6,29674
E01004496,Wandsworth 024B,4,17.7,91.9,12,45,5.0,3.8,45237
E01004497,Wandsworth 024C,11.5,19.9,95.7,17.9,18.1,8.5,4.5,39336
E01004622,Wandsworth 024D,7.3,31.7,92.1,22.3,27.6,11.5,10.3,37783
E01004624,Wandsworth 024E,10.6,17.2,94.1,16.2,21.6,10.6,4.7,44760
E01004593,Wandsworth 025A,5.8,23,87.7,7.5,39.2,8.2,3.1,43418
E01004595,Wandsworth 025B,6.5,18.5,90.7,6.9,37.1,7.6,3.5,47434
E01004597,Wandsworth 025C,8,21.2,90.1,20.2,21.7,7.6,3.8,50799
E01004598,Wandsworth 025D,3.8,15.3,94.1,7.3,30.9,5.8,2.6,52046
E01004599,Wandsworth 025E,4.9,11.9,96.5,2.6,17.6,6.6,2.7,64854
E01004473,Wandsworth 026A,5.1,20.9,92.1,14.1,33.1,6.3,3.1,50639
E01004475,Wandsworth 026B,7.1,26.7,94.9,17,35.5,7.1,5.1,45436
E01004480,Wandsworth 026C,4.9,23.5,94.8,5.3,36.6,5.2,2.0,58265
E01004483,Wandsworth 026D,7.1,34,87.9,5.9,46,7.4,3.7,43191
E01004484,Wandsworth 026E,7.5,24.9,92.9,15,38.2,6.3,5.2,43712
E01004486,Wandsworth 026F,4.3,20,92.2,18.2,41.2,7.2,3.3,43265
E01004543,Wandsworth 027A,6.8,13.1,96.9,7.7,32.5,5.9,2.6,62221
E01004545,Wandsworth 027B,2.2,16.4,90.7,4.1,51.6,4.7,2.6,46365
E01004546,Wandsworth 027C,7.5,19.3,95,9.4,32.7,6.8,3.1,57531
E01004549,Wandsworth 027D,6.3,28.5,90.8,17.1,29.2,8.0,3.4,45901
E01004625,Wandsworth 027E,3,6.6,98.5,1.7,9.6,10.4,3.4,76452
E01004626,Wandsworth 027F,3.6,20.1,92.3,2.5,29.7,8.9,2.6,57939
E01004632,Wandsworth 028A,8.3,21.5,88.5,11.3,26.5,9.3,4.1,44430
E01004634,Wandsworth 028B,9,26.3,87.5,16.9,35.3,9.7,5.0,39073
E01004635,Wandsworth 028C,8.4,27.9,83.8,11.1,35.6,8.6,5.7,37972
E01004636,Wandsworth 028D,12.6,29.3,85.1,17.4,31.5,8.9,6.1,39463
E01004637,Wandsworth 028E,9.6,28.3,85.2,23.8,29.7,8.4,7.3,35816
E01004481,Wandsworth 029A,8.1,31.4,90.5,8.4,47.9,6.4,3.9,40752
E01004488,Wandsworth 029B,8.2,25,94.2,21.3,26.1,8.9,6.5,46190
E01004547,Wandsworth 029C,8.9,32.4,91.7,29.2,22.3,8.7,6.2,42727
E01004548,Wandsworth 029D,5.9,26.2,89.4,8.8,46.6,8.5,4.8,37905
E01004482,Wandsworth 030A,11.3,35.4,88,13.6,36.4,9.4,4.3,38943
E01004485,Wandsworth 030B,6.8,26.2,86.3,17.2,37.3,7.3,4.5,43732
E01004487,Wandsworth 030C,8.1,24.5,92.4,27,33.6,7.5,8.2,42419
E01004489,Wandsworth 030D,7.5,23.7,93.6,23.7,32.4,8.9,3.8,48593
E01004490,Wandsworth 031A,4.1,14.9,96.3,4.7,29.5,8.7,2.9,55470
E01004491,Wandsworth 031B,8.4,46.5,80.6,55.5,16.2,8.0,3.8,34353
E01004492,Wandsworth 031C,8.1,30.9,90.6,17.1,29.2,10.5,4.8,38152
E01004498,Wandsworth 031D,3.8,14.6,95.8,5.9,37.4,6.1,2.5,48827
E01004532,Wandsworth 032A,12.3,33.4,91.1,23,25.6,7.5,6.0,36552
E01004611,Wandsworth 032B,11.6,47.6,84.9,9.5,30.4,9.1,6.1,35702
E01004612,Wandsworth 032C,11.6,64.4,74.4,7.9,45.5,10.6,7.6,33286
E01004618,Wandsworth 032D,7.6,41.7,89,4.4,27.9,8.7,3.7,45515
E01004531,Wandsworth 033A,19.1,52,85.5,28,24.7,11.3,7.2,32143
E01004533,Wandsworth 033B,20.9,44.5,86.3,33.2,25.3,9.9,7.3,30944
E01004610,Wandsworth 033C,8.9,59.5,84,11.1,32.9,10.4,4.7,33621
E01004613,Wandsworth 033D,15.7,55.6,78,29.7,35.9,9.0,11.0,25739
E01004614,Wandsworth 034A,8.4,48.5,83.5,18.9,40.5,7.4,5.8,30646
E01004615,Wandsworth 034B,23.1,50.8,81,44.6,26.9,10.6,10.0,24535
E01004616,Wandsworth 034C,9.3,51.1,80.5,8,58.9,8.3,7.6,31089
E01004617,Wandsworth 034D,11.3,54.1,80.1,20.1,44.8,9.3,7.3,28498
E01004525,Wandsworth 035A,9.9,55.2,72.8,3.5,58,8.6,6.3,31078
E01004526,Wandsworth 035B,7.9,48,78.8,17.6,40.6,8.5,5.6,32419
E01004527,Wandsworth 035C,11.8,51.6,84.1,7.1,38.2,9.8,5.3,33961
E01004528,Wandsworth 035D,18.5,53.2,84.1,25.3,31.5,10.0,7.3,29878
E01004529,Wandsworth 035E,8.9,39.3,79.5,12.7,39.5,8.5,4.0,34991
E01004530,Wandsworth 035F,7.6,40.9,82.4,13.2,36,8.1,6.4,35770
E01004516,Wandsworth 036A,11,34.4,91.4,7.6,15.5,11.2,3.7,42635
E01004518,Wandsworth 036B,12.8,35.2,89.4,6.8,23.2,9.9,7.7,39358
E01004519,Wandsworth 036C,14.4,49.7,82.9,16.1,26.3,11.0,6.7,33635
E01004520,Wandsworth 036D,17.6,49.6,84.3,13.7,22,12.3,7.2,33319
E01004523,Wandsworth 036E,7.9,32.9,88.4,28,21.1,9.5,5.0,35109
E01004517,Wandsworth 037A,10.9,43.1,78.4,10.4,44.4,12.7,7.9,33060
E01004521,Wandsworth 037B,16,47.9,85.3,13.3,25.8,10.5,7.8,33984
E01004522,Wandsworth 037C,14.6,46.1,80.6,9.7,33,10.2,6.6,32430
E01004524,Wandsworth 037D,16.4,49.8,81.1,39,26.7,11.2,14.2,24313
E01004647,Westminster 001A,7.2,33.8,81.9,21.5,31.8,6.9,5.0,51108
E01004649,Westminster 001B,6.1,44.6,75.3,6.3,41.6,9.1,3.6,60473
E01004724,Westminster 001C,8.1,36.5,76,14,48.1,6.8,6.2,44817
E01004730,Westminster 001D,6.1,39.5,78.9,1.4,40.7,7.6,5.5,57415
E01004646,Westminster 002A,8.9,32.5,81.5,15.3,37.8,8.5,4.4,71955
E01004648,Westminster 002B,6.1,31.6,78.6,6.3,45.5,7.1,5.2,50187
E01004650,Westminster 002C,3.8,29.3,79.7,2.1,47.5,5.4,4.4,62193
E01004710,Westminster 002D,22,53.7,74,47.7,24.4,10.5,11.2,25616
E01004711,Westminster 002E,20.8,44.4,76.4,45.8,30,8.7,8.9,28343
E01004651,Westminster 003A,3.7,41.6,71.4,8.7,53.6,4.9,4.2,48863
E01004725,Westminster 003B,11.6,56,69,48.1,29.9,9.3,6.3,31694
E01004726,Westminster 003C,6.4,42.5,75.5,3.8,42,6.8,5.3,53369
E01004728,Westminster 003D,8.2,40.2,76.1,19.9,37.9,7.0,6.7,36976
E01004729,Westminster 003E,8.6,44.3,73.8,48.8,25.6,8.0,7.4,32447
E01004718,Westminster 004A,20.5,52.3,82.2,46.4,25.8,11.5,10.4,29926
E01004719,Westminster 004B,21.8,40.2,85.5,55.7,13.5,11.9,8.4,29730
E01004720,Westminster 004C,21.8,43.5,84.9,53.3,10.4,10.7,9.3,28737
E01004721,Westminster 004D,19,51.7,76.8,60.4,19,12.8,13.3,24565
E01004722,Westminster 004E,25.2,71.7,73.5,68.2,15.7,12.3,16.3,21511
E01004674,Westminster 005A,18.4,56.8,82.7,57.9,16.8,10.2,13.5,25909
E01004675,Westminster 005B,15.4,50.7,75.4,49.2,30.7,9.9,10.8,27822
E01004677,Westminster 005C,11.2,40.5,82.4,36.2,33,10.3,8.3,33093
E01004678,Westminster 005D,14.8,47.2,81.1,37.6,31.3,9.8,10.3,32069
E01004679,Westminster 005E,19.7,52.4,74.1,51.6,30.1,10.0,11.5,28394
E01004723,Westminster 005F,15.9,51.2,77.4,49.3,32,11.3,10.7,29233
E01004676,Westminster 006A,13.7,43.9,74.6,24.8,44.8,8.0,8.2,33797
E01004706,Westminster 006B,7.9,25,86.3,7.3,47.2,4.9,3.7,58328
E01004707,Westminster 006C,7.3,26.9,87.2,1.5,44.2,5.9,3.1,60923
E01004708,Westminster 006D,10.4,35.4,82.6,25,41.5,7.7,6.5,35556
E01004756,Westminster 006E,11.4,39.4,75.1,29.8,42.7,8.6,8.0,33948
E01004701,Westminster 007A,3.9,31.9,75.3,3.2,50.5,5.9,3.3,58090
E01004703,Westminster 007B,5.6,30.9,80.4,9,35.1,6.9,4.5,59906
E01004705,Westminster 007D,4.7,24,79.7,5.7,43.3,6.1,3.7,64405
E01004709,Westminster 007E,13.1,41.3,80,24.1,35,7.8,4.6,36788
E01033600,Westminster 007F,5.9,23.3,84.3,18.9,39.9,6.4,4.4,55418
E01033608,Westminster 007G,4.5,24.2,79.6,16.2,48.6,6.6,5.4,48552
E01004659,Westminster 008A,3.2,37.3,71.5,6,55.8,6.3,4.5,42542
E01004660,Westminster 008B,5.7,41.2,72.7,6.3,44,5.7,4.6,56596
E01004712,Westminster 008C,4.5,30.7,76.8,8,52.5,6.3,4.5,55048
E01004727,Westminster 008D,5.1,46.7,69.8,0.6,47.4,5.5,3.3,57179
E01004670,Westminster 009A,22.4,76.4,62.3,77.8,8.6,12.2,18.6,17499
E01004702,Westminster 009E,21.4,60.8,68.8,51.5,25.5,9.6,12.4,22681
E01033598,Westminster 009F,20.9,62.9,65.9,60,23.1,8.9,14.3,21628
E01033601,Westminster 009G,17.8,58.6,75.4,64.7,12.7,10.2,11.0,23713
E01033602,Westminster 009H,24.3,58.8,71.2,63.7,19.5,13.5,14.5,21323
E01033603,Westminster 009I,15.2,47,71.7,35.5,36.2,8.0,15.6,30772
E01033604,Westminster 009J,10.8,59.3,54.4,28.1,60,9.4,11.8,23899
E01033605,Westminster 009K,19.3,57.2,67.4,50.9,22.1,9.2,14.2,21712
E01004754,Westminster 010A,20.8,54.6,68.3,64.2,14.2,10.4,10.2,21869
E01004755,Westminster 010B,15.9,57.6,67.2,45,31.4,8.5,8.7,30554
E01004757,Westminster 010C,22,53.8,73.2,52.2,24,11.0,11.1,24096
E01032512,Westminster 010F,23.6,62.6,60,58.3,21.8,10.7,14.5,23291
E01032513,Westminster 010G,18.3,54.2,70.9,58.7,19.2,10.3,13.5,24623
E01004713,Westminster 011A,2.6,20,81.3,3.3,57.5,6.6,3.4,73944
E01004714,Westminster 011B,3.6,30.7,72.7,9.4,55.8,5.9,2.2,57105
E01004716,Westminster 011C,2.9,25.6,81.2,7.9,43,7.0,2.8,65064
E01004717,Westminster 011D,3.6,19.7,75.9,3.6,68.4,5.1,3.8,53921
E01004762,Westminster 011E,4.7,34.9,74.6,24.2,42.1,8.3,4.2,60620
E01004657,Westminster 012A,1.9,25.8,71.5,4,64.8,5.7,3.0,61468
E01004658,Westminster 012B,8.1,48.1,57.9,2.7,66.1,6.0,5.7,34976
E01004661,Westminster 012C,8.6,43.4,64.6,9.8,58.2,6.3,7.8,37617
E01004662,Westminster 012D,2.7,32.1,72.3,6.8,65.3,6.1,4.6,51680
E01004663,Westminster 012E,6.8,31.9,77.1,18.8,33.6,6.7,3.7,49716
E01004715,Westminster 013A,6.9,38.4,79.7,28.8,39,6.1,5.4,36245
E01004763,Westminster 013B,2,31,72.2,14.3,62.4,5.2,5.4,44932
E01004765,Westminster 013D,6,33,78.9,26.1,39.3,6.9,6.7,47292
E01033595,Westminster 013E,3.3,28.3,72.6,31.1,53.1,7.7,6.2,47863
E01033596,Westminster 013F,5.6,30.1,74.8,43.8,33.8,8.2,5.0,38081
E01004653,Westminster 014A,5.6,20.8,83.1,18.4,34.2,5.5,3.7,61160
E01004654,Westminster 014B,4.6,26,75.3,15.6,42,5.5,3.8,51515
E01004656,Westminster 014D,4.8,36.6,70.9,25.9,38,6.9,6.9,37383
E01004760,Westminster 014E,14.3,41.7,79.2,39,27.1,8.0,7.9,33608
E01033606,Westminster 014F,4.9,33.1,72,20,52.9,6.7,6.3,41349
E01033607,Westminster 014G,6.8,24.7,84.1,40.1,29.1,9.4,4.3,42968
E01004680,Westminster 015A,5.1,30.4,73.7,2.3,43.5,6.6,4.9,60209
E01004683,Westminster 015B,4,32.2,80.4,3,41.9,6.5,3.5,68707
E01004684,Westminster 015C,9.4,61.1,56.1,7.1,56.2,6.6,11.8,35543
E01004686,Westminster 015E,8,61.2,45,3.7,65.4,4.0,8.5,31124
E01033593,Westminster 015F,11,62.1,51.2,17.1,52.9,6.5,10.2,33419
E01033594,Westminster 015G,8.3,43.1,66.7,31.8,45.4,7.8,9.1,35438
E01004681,Westminster 016A,4.8,37.3,67.8,6.4,54.3,4.7,4.1,45985
E01004682,Westminster 016B,3.7,37.4,66.3,11.6,55.6,5.2,6.2,45192
E01004694,Westminster 016C,3.8,32.8,61.7,5.4,63.8,5.8,5.1,52599
E01004697,Westminster 016D,4.7,30.7,70.6,10.2,51.2,6.5,5.4,43837
E01004700,Westminster 016E,4.5,30.1,70,6.9,61.8,6.1,4.0,49478
E01004652,Westminster 017A,4.2,44.3,63.9,9.1,59.9,4.7,7.1,37784
E01004693,Westminster 017B,3.3,26.1,69.7,7.3,45.7,4.5,5.8,62550
E01004695,Westminster 017C,3.6,37.4,61.3,2.5,62.5,3.8,3.8,41680
E01004696,Westminster 017D,13.9,47.9,69.6,44.3,23.6,10.7,9.9,26832
E01004698,Westminster 017E,5.3,35.2,59.9,6,62.9,5.4,5.5,44352
E01004699,Westminster 017F,4.9,31.1,64.8,5.1,63.2,4.0,7.2,45543
E01004734,Westminster 018A,4.9,37.2,76.4,31.4,49.3,6.9,8.2,37441
E01004735,Westminster 018B,5.1,26.5,83.6,40.6,35.7,8.0,5.3,40047
E01004736,Westminster 018C,1.8,23.6,80.1,1.9,51.4,11.2,2.3,67468
E01004761,Westminster 018D,3.9,34.4,73.7,10,50,5.8,3.2,68325
E01004687,Westminster 019A,3.1,16.6,81.6,1.4,38.5,8.7,2.2,89514
E01004688,Westminster 019B,5.8,42.8,71.4,1.9,36,5.7,3.5,64822
E01004689,Westminster 019C,4.3,25.9,73.1,6.9,36.9,12.4,3.3,85889
E01004690,Westminster 019D,5.1,18.6,78.3,5.1,39.1,7.3,2.7,87080
E01004691,Westminster 019E,5,30.8,72.9,6.4,44.1,7.9,3.1,73966
E01004692,Westminster 019F,5.6,43.5,66,1.7,39.6,5.4,1.5,78703
E01004731,Westminster 020A,3,25.3,73.6,7,48.7,5.9,2.8,59460
E01004732,Westminster 020B,13.1,35.4,81.9,77.2,12.1,10.2,16.1,29260
E01004733,Westminster 020C,5.5,25.5,77,14.7,40,9.5,5.6,57655
E01004744,Westminster 020D,5.8,27.3,83.5,43.1,31.2,10.1,6.5,40397
E01004748,Westminster 020E,7.6,19,84.7,6,33.5,7.0,5.0,64642
E01004740,Westminster 021A,9.5,33.3,82.6,58.6,13.8,9.7,8.9,29740
E01004743,Westminster 021B,12.2,44.1,71.4,38,30,8.5,8.2,36521
E01004745,Westminster 021C,8.6,24,82.7,29.5,28.5,7.3,5.6,45079
E01004746,Westminster 021D,14.1,36.3,79.4,58.7,18.2,9.1,9.6,29560
E01004747,Westminster 021E,8.4,28.7,79.9,30.7,32.3,7.6,5.5,42525
E01004742,Westminster 022A,3.5,14.2,81.1,16.3,44.7,5.3,4.1,57074
E01004749,Westminster 022B,6.7,25.6,80.7,14.3,40.6,6.2,5.2,49949
E01004751,Westminster 022C,3.8,16.1,86.6,11.5,39.7,5.0,3.5,58786
E01004752,Westminster 022D,7.2,24.4,83.5,43.8,27.8,8.1,8.3,37430
E01004753,Westminster 022E,4.7,21.3,85.4,35.9,32.3,8.1,5.0,49210
E01004666,Westminster 023B,9.8,36.1,83.9,45.8,30.7,9.9,6.7,35662
E01004667,Westminster 023C,8.9,29.5,82.5,46.8,25.8,11.8,7.1,33459
E01004668,Westminster 023D,12.9,30.4,82.6,30.7,23.6,8.8,6.9,35639
E01004750,Westminster 023E,6.1,32.1,77.6,38.7,30.7,8.3,5.5,38193
E01033597,Westminster 023F,7.6,34.2,72.8,48,30.8,8.7,7.4,35614
E01033599,Westminster 023G,25.9,50.7,70.8,67.1,12.7,12.2,10.4,25952
E01004665,Westminster 024A,19.5,48.5,72.8,62.7,14.2,10.7,10.4,20335
E01004669,Westminster 024B,14.6,41.9,77.2,48.7,20.8,9.5,9.5,26994
E01004737,Westminster 024C,11.3,24.4,85.4,49.6,22.1,9.4,7.4,44800
E01004738,Westminster 024D,3.9,18.4,83,10.8,46.7,6.1,4.4,57591
E01004739,Westminster 024E,2.2,14.5,85.3,7.6,87.9,7.0,2.6,51513
E01004741,Westminster 024F,9.2,25.6,79.4,40.3,26.6,8.1,5.0,35976
E01000027,Barking and Dagenham 001A,24.5,28.3,93.8,45.4,8,14.7,11.3,27194
E01000028,Barking and Dagenham 001B,24.8,42.1,88.6,52.3,13.4,15.2,14.2,26306
E01000029,Barking and Dagenham 001C,11.4,36.1,90.7,8,9.3,12.4,7.4,36508
E01000030,Barking and Dagenham 001D,27.1,34.3,89.6,60.6,9.4,14.1,14.1,25149
E01000031,Barking and Dagenham 002A,13.2,50.2,90,5.4,14.4,16.6,8.1,40711
E01000032,Barking and Dagenham 002B,15.8,37.7,89.5,15.4,20.9,16.4,10.0,34137
E01000110,Barking and Dagenham 002C,14,44.6,92,2.6,14.4,19.0,7.3,44667
E01000111,Barking and Dagenham 002D,17.1,39,90.8,30.1,16.9,13.9,10.3,29434
E01000112,Barking and Dagenham 002E,16.5,50.1,87.4,7.6,30.7,14.9,9.0,34638
E01000113,Barking and Dagenham 002F,14.7,50.7,87.8,4.4,29.9,14.9,9.6,35963
E01000034,Barking and Dagenham 003A,19.7,23.5,93.6,39.8,10.1,15.5,8.7,31183
E01000037,Barking and Dagenham 003B,9.2,16.6,97.2,2.6,6.7,19.2,12.8,44859
E01000038,Barking and Dagenham 003C,12.1,16.5,94,13.5,8.9,16.2,6.9,39776
E01000039,Barking and Dagenham 003D,15,19.8,96.8,11.2,13.2,14.8,7.3,38303
E01000063,Barking and Dagenham 004A,19.5,26.3,92.4,33.4,10.7,16.7,11.6,27758
E01000100,Barking and Dagenham 004B,20,29.8,91.5,33.7,12.2,17.3,12.7,27895
E01000101,Barking and Dagenham 004C,17.8,29.4,91.2,36,11.8,13.7,8.7,27117
E01000109,Barking and Dagenham 004D,18.3,39.4,87.3,15.3,16.8,16.2,10.0,33613
E01000114,Barking and Dagenham 004E,17.7,41.1,88.4,10.2,22.4,17.3,6.5,33054
E01000033,Barking and Dagenham 006A,20.8,24,93.1,52,5.8,17.9,13.2,26046
E01000060,Barking and Dagenham 006B,19.4,34.1,90.3,46.1,9.1,14.7,12.0,27475
E01000061,Barking and Dagenham 006C,34.4,35.5,90.7,84.9,3.7,16.9,18.6,20982
